ID,Year,
54,2015,All causes,All causes,Alabama,51909,924.5
55,2014,All causes,All causes,Alabama,50215,909.1
56,2013,All causes,All causes,Alabama,50189,925.2
57,2012,All causes,All causes,Alabama,49301,926.7
58,2011,All causes,All causes,Alabama,48681,933.6
59,2010,All causes,All causes,Alabama,48038,939.7
60,2009,All causes,All causes,Alabama,47470,940.2
61,2008,All causes,All causes,Alabama,47707,959.7
62,2007,All causes,All causes,Alabama,46696,957.2
63,2006,All causes,All causes,Alabama,46977,979.5
64,2005,All causes,All causes,Alabama,47090,1001.3
65,2004,All causes,All causes,Alabama,46121,998.3
66,2003,All causes,All causes,Alabama,46716,1020.2
67,2002,All causes,All causes,Alabama,46069,1013.4
68,2001,All causes,All causes,Alabama,45316,1002.1
69,2000,All causes,All causes,Alabama,45062,1004.8
70,1999,All causes,All causes,Alabama,44806,1009.3
71,2016,All causes,All causes,Alaska,4494,745.6
72,2015,All causes,All causes,Alaska,4316,747.4
73,2014,All causes,All causes,Alaska,4128,736.8
74,2013,All causes,All causes,Alaska,3997,724.4
75,2012,All causes,All causes,Alaska,3912,731.4
76,2011,All causes,All causes,Alaska,3849,747.8
77,2010,All causes,All causes,Alaska,3728,771.5
78,2009,All causes,All causes,Alaska,3618,763.8
79,2008,All causes,All causes,Alaska,3494,761.3
80,2007,All causes,All causes,Alaska,3463,780.6
81,2005,All causes,All causes,Alaska,3168,762.3
82,2004,All causes,All causes,Alaska,3051,756.7
83,2003,All causes,All causes,Alaska,3180,843.5
84,2002,All causes,All causes,Alaska,3030,802.4
85,2001,All causes,All causes,Alaska,2974,831.3
86,2000,All causes,All causes,Alaska,2914,869.1
87,1999,All causes,All causes,Alaska,2708,838.9
88,2016,All causes,All causes,Arizona,56645,675.8
89,2015,All causes,All causes,Arizona,54299,671.8
90,2014,All causes,All causes,Arizona,51538,661.7
91,2013,All causes,All causes,Arizona,50534,674.2
92,2012,All causes,All causes,Arizona,49549,682.9
93,2011,All causes,All causes,Arizona,48381,688.9
94,2010,All causes,All causes,Arizona,46762,693.1
95,2009,All causes,All causes,Arizona,45816,693.8
96,2008,All causes,All causes,Arizona,45823,714.5
97,2007,All causes,All causes,Arizona,45554,731
98,2006,All causes,All causes,Arizona,46365,767.1
99,2005,All causes,All causes,Arizona,45827,786.7
100,2004,All causes,All causes,Arizona,43198,771.1
101,2003,All causes,All causes,Arizona,43392,798.4
102,2002,All causes,All causes,Arizona,42816,811.2
103,2001,All causes,All causes,Arizona,41058,795.9
104,2000,All causes,All causes,Arizona,40500,810.4
105,1999,All causes,All causes,Arizona,40050,818.4
106,2016,All causes,All causes,Arkansas,31756,893.2
107,2015,All causes,All causes,Arkansas,31617,901.8
108,2014,All causes,All causes,Arkansas,30467,883.7
109,2013,All causes,All causes,Arkansas,30437,893.8
110,2012,All causes,All causes,Arkansas,30117,897.5
111,2011,All causes,All causes,Arkansas,29653,895.3
112,2010,All causes,All causes,Arkansas,28916,892.7
113,2009,All causes,All causes,Arkansas,28673,896.4
114,2008,All causes,All causes,Arkansas,29322,927.3
115,2007,All causes,All causes,Arkansas,28191,906.2
116,2006,All causes,All causes,Arkansas,27901,909.5
117,2005,All causes,All causes,Arkansas,28055,931.5
118,2004,All causes,All causes,Arkansas,27528,927.4
119,2003,All causes,All causes,Arkansas,27918,948.2
120,2002,All causes,All causes,Arkansas,28513,975.2
121,2001,All causes,All causes,Arkansas,27759,955.4
122,2000,All causes,All causes,Arkansas,28217,977.1
123,1999,All causes,All causes,Arkansas,27925,975.3
124,2016,All causes,All causes,California,262240,616.9
125,2015,All causes,All causes,California,259206,621.6
126,2014,All causes,All causes,California,245929,605.7
127,2013,All causes,All causes,California,248359,630.1
128,2012,All causes,All causes,California,242554,630.4
129,2011,All causes,All causes,California,239942,641.3
130,2010,All causes,All causes,California,234012,646.7
131,2009,All causes,All causes,California,232736,655.5
132,2008,All causes,All causes,California,234766,677.9
133,2007,All causes,All causes,California,233720,691.7
134,2006,All causes,All causes,California,237126,718.2
135,2005,All causes,All causes,California,237037,730.7
136,2004,All causes,All causes,California,232525,734.3
137,2003,All causes,All causes,California,239371,768.4
138,2002,All causes,All causes,California,234565,770
139,2001,All causes,All causes,California,234044,783.2
140,2000,All causes,All causes,California,229551,787.9
141,1999,All causes,All causes,California,229380,802.3
142,2016,All causes,All causes,Colorado,37530,669.5
143,2015,All causes,All causes,Colorado,36349,665
144,2014,All causes,All causes,Colorado,35237,664.4
145,2013,All causes,All causes,Colorado,33712,655.4
146,2012,All causes,All causes,Colorado,33133,665.6
147,2011,All causes,All causes,Colorado,32563,677.8
148,2010,All causes,All causes,Colorado,31465,682.7
149,2009,All causes,All causes,Colorado,31173,689.7
150,2008,All causes,All causes,Colorado,31274,715.8
151,2007,All causes,All causes,Colorado,29993,708
152,2006,All causes,All causes,Colorado,29521,720.9
153,2005,All causes,All causes,Colorado,29627,752.1
154,2004,All causes,All causes,Colorado,28309,738.5
155,2003,All causes,All causes,Colorado,29506,792
156,2002,All causes,All causes,Colorado,29210,804.4
157,2001,All causes,All causes,Colorado,28294,796.1
158,2000,All causes,All causes,Colorado,27288,792.1
159,1999,All causes,All causes,Colorado,27114,801.8
160,2016,All causes,All causes,Connecticut,30543,654
161,2015,All causes,All causes,Connecticut,30535,656.1
162,2014,All causes,All causes,Connecticut,29860,646.5
163,2013,All causes,All causes,Connecticut,29632,646.3
164,2012,All causes,All causes,Connecticut,29316,648.2
165,2011,All causes,All causes,Connecticut,29526,660.6
166,2010,All causes,All causes,Connecticut,28692,652.9
167,2009,All causes,All causes,Connecticut,28585,659.3
168,2008,All causes,All causes,Connecticut,28794,671.9
169,2007,All causes,All causes,Connecticut,28651,680.5
170,2006,All causes,All causes,Connecticut,29260,704.6
171,2005,All causes,All causes,Connecticut,29467,717.7
172,2004,All causes,All causes,Connecticut,29314,725.1
173,2003,All causes,All causes,Connecticut,29627,739.7
174,2002,All causes,All causes,Connecticut,30122,766.1
175,2001,All causes,All causes,Connecticut,29827,772.1
176,2000,All causes,All causes,Connecticut,30129,793
177,1999,All causes,All causes,Connecticut,29446,783.2
178,2016,All causes,All causes,Delaware,8874,746.2
179,2015,All causes,All causes,Delaware,8582,741.5
180,2014,All causes,All causes,Delaware,8260,734
181,2013,All causes,All causes,Delaware,7967,726.8
182,2012,All causes,All causes,Delaware,7875,745.4
183,2011,All causes,All causes,Delaware,7845,764.2
184,2010,All causes,All causes,Delaware,7706,769.9
185,2009,All causes,All causes,Delaware,7534,768
186,2008,All causes,All causes,Delaware,7622,793.5
187,2007,All causes,All causes,Delaware,7327,786.1
188,2006,All causes,All causes,Delaware,7204,795.7
189,2005,All causes,All causes,Delaware,7472,851.4
190,2004,All causes,All causes,Delaware,7143,838.2
191,2003,All causes,All causes,Delaware,7070,852.9
192,2002,All causes,All causes,Delaware,6861,849.3
193,2001,All causes,All causes,Delaware,7112,903.1
194,2000,All causes,All causes,Delaware,6875,897.1
195,1999,All causes,All causes,Delaware,6666,881.6
196,2016,All causes,All causes,District of Columbia,5037,766
197,2015,All causes,All causes,District of Columbia,4871,748.6
198,2014,All causes,All causes,District of Columbia,4723,743.8
199,2013,All causes,All causes,District of Columbia,4719,752
200,2012,All causes,All causes,District of Columbia,4650,757.2
201,2011,All causes,All causes,District of Columbia,4589,755.9
202,2010,All causes,All causes,District of Columbia,4672,792.4
203,2009,All causes,All causes,District of Columbia,4834,833.3
204,2008,All causes,All causes,District of Columbia,5140,897.6
205,2007,All causes,All causes,District of Columbia,5188,911.2
206,2006,All causes,All causes,District of Columbia,5344,951.7
207,2005,All causes,All causes,District of Columbia,5483,970.6
208,2004,All causes,All causes,District of Columbia,5454,972.1
209,2003,All causes,All causes,District of Columbia,5573,993
210,2002,All causes,All causes,District of Columbia,5851,1034.1
211,2001,All causes,All causes,District of Columbia,5951,1049.9
212,2000,All causes,All causes,District of Columbia,6001,1061.2
213,1999,All causes,All causes,District of Columbia,6076,1087.3
214,2016,All causes,All causes,Florida,197313,666.6
215,2015,All causes,All causes,Florida,191737,662.9
216,2014,All causes,All causes,Florida,185956,662
217,2013,All causes,All causes,Florida,181112,663.4
218,2012,All causes,All causes,Florida,177291,669.9
219,2011,All causes,All causes,Florida,173976,677.1
220,2010,All causes,All causes,Florida,173791,701.1
221,2009,All causes,All causes,Florida,169924,700.1
222,2008,All causes,All causes,Florida,170703,718.1
223,2007,All causes,All causes,Florida,168096,723.3
224,2006,All causes,All causes,Florida,170066,745.6
225,2005,All causes,All causes,Florida,170791,761.9
226,2004,All causes,All causes,Florida,169008,771.6
227,2003,All causes,All causes,Florida,168657,786.7
228,2002,All causes,All causes,Florida,167814,796.2
229,2001,All causes,All causes,Florida,167269,806.1
230,2000,All causes,All causes,Florida,164395,807.8
231,1999,All causes,All causes,Florida,163224,812.8
232,2016,All causes,All causes,Georgia,81428,800.4
233,2015,All causes,All causes,Georgia,79942,808.1
234,2014,All causes,All causes,Georgia,76887,801.9
235,2013,All causes,All causes,Georgia,75088,806.2
236,2012,All causes,All causes,Georgia,72847,808.6
237,2011,All causes,All causes,Georgia,71248,815.7
238,2010,All causes,All causes,Georgia,71263,845.4
239,2009,All causes,All causes,Georgia,69712,842.3
240,2008,All causes,All causes,Georgia,69640,864.1
241,2007,All causes,All causes,Georgia,68331,872
242,2006,All causes,All causes,Georgia,67808,890.2
243,2005,All causes,All causes,Georgia,66736,910.5
244,2004,All causes,All causes,Georgia,65818,926.4
245,2003,All causes,All causes,Georgia,66478,956.8
246,2002,All causes,All causes,Georgia,65449,961.6
247,2001,All causes,All causes,Georgia,64485,966.4
248,2000,All causes,All causes,Georgia,63870,981
249,1999,All causes,All causes,Georgia,62028,964.9
250,2016,All causes,All causes,Hawaii,10913,572
251,2015,All causes,All causes,Hawaii,11053,588.2
252,2014,All causes,All causes,Hawaii,10767,588.7
253,2013,All causes,All causes,Hawaii,10505,590.8
254,2012,All causes,All causes,Hawaii,10274,586.5
255,2011,All causes,All causes,Hawaii,9923,584.9
256,2010,All causes,All causes,Hawaii,9617,589.6
257,2009,All causes,All causes,Hawaii,9914,621.9
258,2008,All causes,All causes,Hawaii,9501,613.6
259,2007,All causes,All causes,Hawaii,9495,631
260,2006,All causes,All causes,Hawaii,9432,643.4
261,2005,All causes,All causes,Hawaii,9136,638.3
262,2004,All causes,All causes,Hawaii,9030,652.9
263,2003,All causes,All causes,Hawaii,8978,667.1
264,2002,All causes,All causes,Hawaii,8801,673.4
265,2001,All causes,All causes,Hawaii,8394,660.4
266,2000,All causes,All causes,Hawaii,8290,675.9
267,1999,All causes,All causes,Hawaii,8270,688.8
268,2016,All causes,All causes,Idaho,13366,725
269,2015,All causes,All causes,Idaho,13026,727.8
270,2014,All causes,All causes,Idaho,12613,723.8
271,2013,All causes,All causes,Idaho,12434,730.6
272,2012,All causes,All causes,Idaho,11998,726.6
273,2011,All causes,All causes,Idaho,12027,745
274,2010,All causes,All causes,Idaho,11429,731.6
275,2009,All causes,All causes,Idaho,11098,725.1
276,2008,All causes,All causes,Idaho,10962,736.8
277,2007,All causes,All causes,Idaho,10822,747
278,2006,All causes,All causes,Idaho,10613,756
279,2005,All causes,All causes,Idaho,10556,781.2
280,2004,All causes,All causes,Idaho,10028,766.2
281,2003,All causes,All causes,Idaho,10380,812.8
282,2002,All causes,All causes,Idaho,9923,798.8
283,2001,All causes,All causes,Idaho,9753,803.5
284,2000,All causes,All causes,Idaho,9563,809.4
285,1999,All causes,All causes,Idaho,9579,825.2
286,2016,All causes,All causes,Illinois,107020,724.3
287,2015,All causes,All causes,Illinois,106872,728.3
288,2014,All causes,All causes,Illinois,105293,726
289,2013,All causes,All causes,Illinois,103401,724
290,2012,All causes,All causes,Illinois,102433,728.7
291,2011,All causes,All causes,Illinois,101906,737.4
292,2010,All causes,All causes,Illinois,99931,736.9
293,2009,All causes,All causes,Illinois,100056,746.9
294,2008,All causes,All causes,Illinois,103471,782
295,2007,All causes,All causes,Illinois,100503,770.3
296,2006,All causes,All causes,Illinois,102171,794.4
297,2005,All causes,All causes,Illinois,103974,817.5
298,2004,All causes,All causes,Illinois,102670,816.8
299,2003,All causes,All causes,Illinois,105325,846.6
300,2002,All causes,All causes,Illinois,106667,866.7
301,2001,All causes,All causes,Illinois,105430,863.5
302,2000,All causes,All causes,Illinois,106634,883
303,1999,All causes,All causes,Illinois,108436,905.1
304,2016,All causes,All causes,Indiana,63473,835
305,2015,All causes,All causes,Indiana,62713,833.9
306,2014,All causes,All causes,Indiana,60940,822.3
307,2013,All causes,All causes,Indiana,60716,832.2
308,2012,All causes,All causes,Indiana,59332,827.5
309,2011,All causes,All causes,Indiana,58202,825.1
310,2010,All causes,All causes,Indiana,56743,820.6
311,2009,All causes,All causes,Indiana,55973,820.6
312,2008,All causes,All causes,Indiana,56752,843.8
313,2007,All causes,All causes,Indiana,54000,817.1
314,2006,All causes,All causes,Indiana,55622,856.8
315,2005,All causes,All causes,Indiana,55675,874.3
316,2004,All causes,All causes,Indiana,54211,864.1
317,2003,All causes,All causes,Indiana,55968,902.2
318,2002,All causes,All causes,Indiana,55396,906.1
319,2001,All causes,All causes,Indiana,55198,912.7
320,2000,All causes,All causes,Indiana,55469,929.6
321,1999,All causes,All causes,Indiana,55303,934.7
322,2016,All causes,All causes,Iowa,29538,721.1
323,2015,All causes,All causes,Iowa,29600,724.6
324,2014,All causes,All causes,Iowa,29190,722.9
325,2013,All causes,All causes,Iowa,28948,723.7
326,2012,All causes,All causes,Iowa,28389,718.3
327,2011,All causes,All causes,Iowa,28184,722.7
328,2010,All causes,All causes,Iowa,27745,721.7
329,2009,All causes,All causes,Iowa,27544,723
330,2008,All causes,All causes,Iowa,28541,752.6
331,2007,All causes,All causes,Iowa,27221,724.2
332,2006,All causes,All causes,Iowa,27362,736.1
333,2005,All causes,All causes,Iowa,27811,757.5
334,2004,All causes,All causes,Iowa,26897,738.3
335,2003,All causes,All causes,Iowa,28062,776.2
336,2002,All causes,All causes,Iowa,27978,779.9
337,2001,All causes,All causes,Iowa,27791,780.1
338,2000,All causes,All causes,Iowa,28060,794.7
339,1999,All causes,All causes,Iowa,28411,806.4
340,2016,All causes,All causes,Kansas,26245,756.8
341,2015,All causes,All causes,Kansas,26664,774.1
342,2014,All causes,All causes,Kansas,25793,759.3
343,2013,All causes,All causes,Kansas,25414,757.7
344,2012,All causes,All causes,Kansas,25145,761
345,2011,All causes,All causes,Kansas,25116,767.2
346,2010,All causes,All causes,Kansas,24502,762.2
347,2009,All causes,All causes,Kansas,24024,757.8
348,2008,All causes,All causes,Kansas,24975,794.3
349,2007,All causes,All causes,Kansas,24491,787.8
350,2006,All causes,All causes,Kansas,24553,802.2
351,2005,All causes,All causes,Kansas,24682,816.8
352,2004,All causes,All causes,Kansas,23818,798
353,2003,All causes,All causes,Kansas,24593,829.5
354,2002,All causes,All causes,Kansas,25021,851.3
355,2001,All causes,All causes,Kansas,24647,844.4
356,2000,All causes,All causes,Kansas,24717,850.5
357,1999,All causes,All causes,Kansas,24472,848.1
358,2016,All causes,All causes,Kentucky,47827,938.4
359,2015,All causes,All causes,Kentucky,46564,924.7
360,2014,All causes,All causes,Kentucky,44838,906.3
361,2013,All causes,All causes,Kentucky,43759,899.9
362,2012,All causes,All causes,Kentucky,43664,916.3
363,2011,All causes,All causes,Kentucky,42626,910.3
364,2010,All causes,All causes,Kentucky,41983,915
365,2009,All causes,All causes,Kentucky,41380,912.5
366,2008,All causes,All causes,Kentucky,41329,926.7
367,2007,All causes,All causes,Kentucky,40090,915.3
368,2006,All causes,All causes,Kentucky,40102,932.3
369,2005,All causes,All causes,Kentucky,40223,954.7
370,2004,All causes,All causes,Kentucky,38646,935.3
371,2003,All causes,All causes,Kentucky,40241,986.4
372,2002,All causes,All causes,Kentucky,40697,1009.7
373,2001,All causes,All causes,Kentucky,39861,997.1
374,2000,All causes,All causes,Kentucky,39504,998.6
375,1999,All causes,All causes,Kentucky,39321,1004.1
376,2016,All causes,All causes,Louisiana,44306,870.5
377,2015,All causes,All causes,Louisiana,43716,874.2
378,2014,All causes,All causes,Louisiana,43869,894.2
379,2013,All causes,All causes,Louisiana,43270,897.7
380,2012,All causes,All causes,Louisiana,42320,898.6
381,2011,All causes,All causes,Louisiana,40890,886.6
382,2010,All causes,All causes,Louisiana,40667,903.8
383,2009,All causes,All causes,Louisiana,40282,907.8
384,2008,All causes,All causes,Louisiana,41220,946
385,2007,All causes,All causes,Louisiana,39966,937.5
386,2006,All causes,All causes,Louisiana,40045,960.5
387,2005,All causes,All causes,Louisiana,44355,1023.7
388,2004,All causes,All causes,Louisiana,42215,989.4
389,2003,All causes,All causes,Louisiana,42719,1013.7
390,2002,All causes,All causes,Louisiana,41984,1008.5
391,2001,All causes,All causes,Louisiana,41757,1013.1
392,2000,All causes,All causes,Louisiana,41138,1006.3
393,1999,All causes,All causes,Louisiana,41238,1021.6
394,2016,All causes,All causes,Maine,14182,759
395,2015,All causes,All causes,Maine,14479,783.5
396,2014,All causes,All causes,Maine,13510,739
397,2013,All causes,All causes,Maine,13547,754.2
398,2012,All causes,All causes,Maine,12870,730.4
399,2011,All causes,All causes,Maine,13001,752.8
400,2010,All causes,All causes,Maine,12750,749.6
401,2009,All causes,All causes,Maine,12594,752.6
402,2008,All causes,All causes,Maine,12541,759.4
403,2007,All causes,All causes,Maine,12493,771.6
404,2006,All causes,All causes,Maine,12294,775.1
405,2005,All causes,All causes,Maine,12868,828.2
406,2004,All causes,All causes,Maine,12443,813
407,2003,All causes,All causes,Maine,12540,829.8
408,2002,All causes,All causes,Maine,12694,853.7
409,2001,All causes,All causes,Maine,12421,848.7
410,2000,All causes,All causes,Maine,12354,859.4
411,1999,All causes,All causes,Maine,12261,865.9
412,2016,All causes,All causes,Maryland,48824,717.6
413,2015,All causes,All causes,Maryland,47247,705.7
414,2014,All causes,All causes,Maryland,45867,699.5
415,2013,All causes,All causes,Maryland,45689,710.4
416,2012,All causes,All causes,Maryland,44477,709.1
417,2011,All causes,All causes,Maryland,43745,715.8
418,2010,All causes,All causes,Maryland,43325,728.6
419,2009,All causes,All causes,Maryland,43843,750.2
420,2008,All causes,All causes,Maryland,43892,769.6
421,2007,All causes,All causes,Maryland,43757,784
422,2006,All causes,All causes,Maryland,43582,795.9
423,2005,All causes,All causes,Maryland,43892,818.1
424,2004,All causes,All causes,Maryland,43232,823.7
425,2003,All causes,All causes,Maryland,44499,864.5
426,2002,All causes,All causes,Maryland,43970,872.3
427,2001,All causes,All causes,Maryland,43839,888
428,2000,All causes,All causes,Maryland,43753,908.9
429,1999,All causes,All causes,Maryland,43089,907
430,2016,All causes,All causes,Massachusetts,56961,669
431,2015,All causes,All causes,Massachusetts,57806,684.8
432,2014,All causes,All causes,Massachusetts,55200,663
433,2013,All causes,All causes,Massachusetts,54567,663.5
434,2012,All causes,All causes,Massachusetts,53177,657.9
435,2011,All causes,All causes,Massachusetts,53710,676.3
436,2010,All causes,All causes,Massachusetts,52583,675
437,2009,All causes,All causes,Massachusetts,52308,681.4
438,2008,All causes,All causes,Massachusetts,53518,706.1
439,2007,All causes,All causes,Massachusetts,52917,709.8
440,2006,All causes,All causes,Massachusetts,53450,726.8
441,2005,All causes,All causes,Massachusetts,53874,741.6
442,2004,All causes,All causes,Massachusetts,54511,758.3
443,2003,All causes,All causes,Massachusetts,56291,788.7
444,2002,All causes,All causes,Massachusetts,56928,806
445,2001,All causes,All causes,Massachusetts,56754,811.4
446,2000,All causes,All causes,Massachusetts,56681,817.9
447,1999,All causes,All causes,Massachusetts,55840,814.1
448,2016,All causes,All causes,Michigan,96231,785.4
449,2015,All causes,All causes,Michigan,95140,784.4
450,2014,All causes,All causes,Michigan,93914,783.7
451,2013,All causes,All causes,Michigan,92408,782.3
452,2012,All causes,All causes,Michigan,89901,774.2
453,2011,All causes,All causes,Michigan,89508,784.2
454,2010,All causes,All causes,Michigan,88021,786.2
455,2009,All causes,All causes,Michigan,86455,783.1
456,2008,All causes,All causes,Michigan,88445,812
457,2007,All causes,All causes,Michigan,86721,808.1
458,2006,All causes,All causes,Michigan,86042,816
459,2005,All causes,All causes,Michigan,86867,838.6
460,2004,All causes,All causes,Michigan,85169,834.1
461,2003,All causes,All causes,Michigan,86728,860.5
462,2002,All causes,All causes,Michigan,87795,885.7
463,2001,All causes,All causes,Michigan,86424,884
464,2000,All causes,All causes,Michigan,86953,904.2
465,1999,All causes,All causes,Michigan,87232,916.4
466,2016,All causes,All causes,Minnesota,43078,648.1
467,2015,All causes,All causes,Minnesota,42800,653.8
468,2014,All causes,All causes,Minnesota,41445,647
469,2013,All causes,All causes,Minnesota,40987,651
470,2012,All causes,All causes,Minnesota,40016,649.5
471,2011,All causes,All causes,Minnesota,39820,659.2
472,2010,All causes,All causes,Minnesota,38972,661.5
473,2009,All causes,All causes,Minnesota,37851,652.1
474,2008,All causes,All causes,Minnesota,38499,674
475,2007,All causes,All causes,Minnesota,37138,663.1
476,2006,All causes,All causes,Minnesota,37028,675.6
477,2005,All causes,All causes,Minnesota,37535,698.6
478,2004,All causes,All causes,Minnesota,37034,699.7
479,2003,All causes,All causes,Minnesota,37620,720.9
480,2002,All causes,All causes,Minnesota,38510,751.3
481,2001,All causes,All causes,Minnesota,37735,748.2
482,2000,All causes,All causes,Minnesota,37690,760.7
483,1999,All causes,All causes,Minnesota,38537,784.5
484,2016,All causes,All causes,Mississippi,31741,948.9
485,2015,All causes,All causes,Mississippi,31783,963.7
486,2014,All causes,All causes,Mississippi,30557,937.6
487,2013,All causes,All causes,Mississippi,30703,959.6
488,2012,All causes,All causes,Mississippi,29544,942.9
489,2011,All causes,All causes,Mississippi,29278,956.1
490,2010,All causes,All causes,Mississippi,28965,962
491,2009,All causes,All causes,Mississippi,28275,950.5
492,2008,All causes,All causes,Mississippi,28984,982.8
493,2007,All causes,All causes,Mississippi,28255,973.3
494,2006,All causes,All causes,Mississippi,28564,999.1
495,2005,All causes,All causes,Mississippi,29196,1028.7
496,2004,All causes,All causes,Mississippi,27871,996.6
497,2003,All causes,All causes,Mississippi,28489,1031.6
498,2002,All causes,All causes,Mississippi,28853,1051.6
499,2001,All causes,All causes,Mississippi,28259,1034.3
500,2000,All causes,All causes,Mississippi,28654,1051.9
501,1999,All causes,All causes,Mississippi,28185,1043.4
502,2016,All causes,All causes,Missouri,59873,808.2
503,2015,All causes,All causes,Missouri,59871,816.9
504,2014,All causes,All causes,Missouri,58320,807
505,2013,All causes,All causes,Missouri,57444,807.7
506,2012,All causes,All causes,Missouri,56094,803
507,2011,All causes,All causes,Missouri,55848,812
508,2010,All causes,All causes,Missouri,55281,819.5
509,2009,All causes,All causes,Missouri,54263,815.3
510,2008,All causes,All causes,Missouri,56578,861.3
511,2007,All causes,All causes,Missouri,54166,837.7
512,2006,All causes,All causes,Missouri,54681,859
513,2005,All causes,All causes,Missouri,54656,873.3
514,2004,All causes,All causes,Missouri,53950,872.7
515,2003,All causes,All causes,Missouri,55582,907
516,2002,All causes,All causes,Missouri,55940,922.3
517,2001,All causes,All causes,Missouri,54982,913.4
518,2000,All causes,All causes,Missouri,54865,920.8
519,1999,All causes,All causes,Missouri,55931,945
520,2016,All causes,All causes,Montana,9905,743.2
521,2015,All causes,All causes,Montana,9942,762.7
522,2014,All causes,All causes,Montana,9381,732.1
523,2013,All causes,All causes,Montana,9511,761.3
524,2012,All causes,All causes,Montana,8976,732.4
525,2011,All causes,All causes,Montana,9115,760.6
526,2010,All causes,All causes,Montana,8827,754.7
527,2009,All causes,All causes,Montana,8730,758
528,2008,All causes,All causes,Montana,8913,788.7
529,2007,All causes,All causes,Montana,8624,775.4
530,2006,All causes,All causes,Montana,8472,782.2
531,2005,All causes,All causes,Montana,8528,807.1
532,2004,All causes,All causes,Montana,8094,783
533,2003,All causes,All causes,Montana,8467,837.6
534,2002,All causes,All causes,Montana,8506,854.4
535,2001,All causes,All causes,Montana,8265,844.1
536,2000,All causes,All causes,Montana,8096,843.3
537,1999,All causes,All causes,Montana,8128,857.6
538,2016,All causes,All causes,Nebraska,16217,707
539,2015,All causes,All causes,Nebraska,16740,739.2
